House Number,Street,First Name,Surname,Age,Relationship to Head of House,Marital Status,Gender,Occupation,Infirmity,Religion
39,Orchard Avenue,Gerard,Bell,28,Husband,Married,Male,Dentist,None,Christian
39,Orchard Avenue,Craig,Bell,8,Son,NA,Male,Student,None,NA
40,Orchard Avenue,Gemma,Tucker,33,Head,Single,Female,Gaffer,None,Catholic
40,Orchard Avenue,Mathew,Sykes,23,Lodger,Single,Male,Animator,None,None
40,Orchard Avenue,Conor,Taylor,50,Lodger,Single,Male,Purchasing manager,None,Christian
41,Orchard Avenue,Jade,Bevan,43,Head,Single,Female,Barrister,None,Muslim
41,Orchard Avenue,Eileen,Bevan,14,Daughter,NA,Female,Student,None,NA
41,Orchard Avenue, ,Bevan,12,Daughter,NA,Female,Student,None,NA
42,Orchard Avenue,Ryan,Matthews,56,Head,Married,Male,Training and development officer,None,Christian
42,Orchard Avenue,Ann,Matthews,58,Wife,Married,Female,Police officer,None,Christian
42,Orchard Avenue,Carly,Matthews,36,Daughter,Single,Female,Accounting technician,None,None
43,Orchard Avenue,Nicola,Harrison,27,Head,Married,Female,"Engineer, water",None,Catholic
43,Orchard Avenue,Alexander,Harrison,31,Husband,Married,Male,"Accountant, chartered",None,None
43,Orchard Avenue,Abigail,Harrison,2,Daughter,NA,Female,Child,None,NA
44,Orchard Avenue,Amelia,Lee,52,Head,Married,Female,Records manager,None,Christian
44,Orchard Avenue,Mark,Lee,57,Husband,Married,Male,"Investment banker, corporate",None,None
44,Orchard Avenue,Brandon,Lee,17,Son,NA,Male,Student,None,NA
45,Orchard Avenue,Leanne,Watson,39,Head,Single,Female,Housing manager/officer,None,Christian
45,Orchard Avenue,Charles,Thomas,39,Partner,Single,Male,Insurance account manager,None,None
45,Orchard Avenue,Katherine,Watson,18,Daughter,Single,Female,Student,None,None
45,Orchard Avenue,Trevor,Watson,13,Son,NA,Male,Student,None,NA
46,Orchard Avenue,Rita,Mitchell,53,Head,Divorced,Female,Occupational hygienist,None,Christian
46,Orchard Avenue,Nicole,Mitchell,23,Daughter,Divorced,Female,Production engineer,None,None
47,Orchard Avenue,Melanie,Sullivan,55,Head,Single,Female,Fine artist,None,None
47,Orchard Avenue,Max,Sullivan,39,Son,Divorced,Male,Records manager,None,None
47,Orchard Avenue,Jayne,Sharp-Sullivan,38,Daughter,Single,Female,Publishing rights manager,None,None
47,Orchard Avenue,Judith,Sharp-Sullivan,33,Daughter,Single,Female,Cabin crew,None,None
47,Orchard Avenue,Simon,Sharp-Sullivan,33,Son,Single,Male,"Nurse, learning disability",None,None
47,Orchard Avenue,Allan,Patel,28,Son,Single,Male,Systems developer,None,None
47,Orchard Avenue,Naomi,Patel,24,Daughter,Single,Female,Hospital pharmacist,None,None
48,Orchard Avenue,Leah,Russell,44,Head,Married,Female,"Physicist, medical",None,Christian
48,Orchard Avenue,Alan,Russell,47,Husband,Married,Male,"Administrator, Civil Service",None,None
48,Orchard Avenue,Melanie,Russell,14,Adopted Daughter,NA,Female,Student,None,NA
1,Gibson Crescent,Christine,Taylor,40,Head,Single,Female,Unemployed,None,None
1,Gibson Crescent,Shane,Lawson,47,Partner,Single,Male,Ceramics designer,None,None
1,Gibson Crescent,Alexander,Taylor,12,Son,NA,Male,Student,None,NA
2,Gibson Crescent,Sheila,Cooke,52,Head,Single,Female,"Accountant, chartered management",None,Christian
2,Gibson Crescent,Arthur,Pearson,55,Partner,Single,Male,Unemployed,None,Christian
2,Gibson Crescent,Paige,Cooke,21,Daughter,Single,Female,University Student,None,None
2,Gibson Crescent,Bradley,Cooke,17,Son,NA,Male,Student,None,NA
3,Gibson Crescent,Caroline,Nicholls,29,Head,Single,Female,IT sales professional,None,Methodist
4,Gibson Crescent,Nathan,Lawrence,22,Head,Single,Male,University Student,None,None
4,Gibson Crescent,Julian,Gough,28,None,Single,Male,PhD Student,None,None
5,Gibson Crescent,Jenna,Carter,24,Head,Single,Female,"Horticulturist, commercial",None,Catholic
5,Gibson Crescent,Yvonne,Carter,7,Daughter,NA,Female,Student,None,NA
6,Gibson Crescent,Joel,Cartwright,42,Head,Single,Male,Veterinary surgeon,None,Methodist
6,Gibson Crescent,Louise,Warren,38,Partner,Single,Female,Ophthalmologist,None,None
6,Gibson Crescent,Graeme,Cartwright,14,Son,NA,Male,Student,None,NA
7,Gibson Crescent,Emily,Middleton,63,Head,Single,Female,Museum/gallery exhibitions officer,None,Catholic
8,Gibson Crescent,Marie,Wright,46,Head,Married,Female,Unemployed,None,Catholic
8,Gibson Crescent,Damien,Wright,49,Husband,Married,Male,Operational researcher,None,Catholic
8,Gibson Crescent,Frederick,Wright,17,Son,NA,Male,Student,None,NA
9,Gibson Crescent,Oliver,Stokes,65,Head,Widowed,Male,Oncologist,None,Catholic
9,Gibson Crescent,Hugh,Stokes,10,Grandson,NA,Male,Student,None,NA
10,Gibson Crescent,Gillian,Wade,51,Head,Single,Female,Unemployed,None,Christian
10,Gibson Crescent,Karl,Wade,11,Son,NA,Male,Student,None,NA
10,Gibson Crescent,Shirley,Wade,7,Daughter,NA,Female,Student,None,NA
10,Gibson Crescent,Julie,Wade,3,Daughter,NA,Female,Child,None,NA
11,Gibson Crescent,Brenda,Moss,84,Head,Single,Female,Retired Ophthalmologist,None,Christian
12,Gibson Crescent,Gregory,Coleman,40,Head,Single,Male,"Designer, ceramics/pottery",None,Christian
12,Gibson Crescent,Bethan,King,44,None,Single,Female,"Therapist, speech and language",None,None
12,Gibson Crescent,Pauline,Jones,46,None,Single,Female,"Psychologist, counselling",None,Catholic
13,Gibson Crescent,Eileen,Foster,36,Head,Divorced,Female,"Psychologist, sport and exercise",None,Christian
13,Gibson Crescent,Shannon,Foster,18,Daughter,Single,Female,Student,None,None
13,Gibson Crescent,Colin,Foster,17,Son,NA,Male,Student,None,NA
14,Gibson Crescent,Sheila,Jones,66,Head,Married,Female,Illustrator,None,Catholic
14,Gibson Crescent,Arthur,Jones,67,Husband,Married,Male,Commercial art gallery manager,None,None
14,Gibson Crescent,Ross,Lord,16,Grandson,NA,Male,Student,None,NA
15,Gibson Crescent,Jane,Little,49,Head,Single,Female,Technical sales engineer,None,Christian
15,Gibson Crescent,Reece,Greenwood,52,Partner,Single,Male,Field trials officer,None,Christian
15,Gibson Crescent,Marcus,Little,9,Son,NA,Male, ,None,NA
15,Gibson Crescent,Teresa,Little,8,Daughter,NA,Female,Student,None,NA
15,Gibson Crescent,Bryan,Little,7,Son,NA,Male,Student,None,NA
16,Gibson Crescent,June,Whitehead,47,Head,Married,Female,Unemployed,None,None
16,Gibson Crescent,Matthew,Whitehead,48,Husband,Married,Male,Retail merchandiser,None,None
16,Gibson Crescent,Kathleen,Whitehead,26,Daughter,Divorced,Female,Accounting technician,Mental Disability,None
17,Gibson Crescent,Natasha,Jones,35,Head,Divorced,Female,Unemployed,None,None
17,Gibson Crescent,Mathew,Jones,5,Son,NA,Male,Student,None,NA
17,Gibson Crescent,Martin,Jones,2,Son,NA,Male,Child,None,NA
17,Gibson Crescent,Henry,Jones,0,Son,NA,Male,Child,None,NA
17,Gibson Crescent,Denise,Hurst,52,Sibling,Divorced,Female,Cartographer,None,Methodist
18,Gibson Crescent,Joyce,Collins,63,Head,Single,Female,Oncologist,None,None
18,Gibson Crescent,Charles,Lewis,64,Partner,Single,Male,"Scientist, research (medical)",None,None
18,Gibson Crescent,Bradley,Collins,23,Son,Single,Male,Holiday representative,None,None
18,Gibson Crescent,Julie,Collins,10,Daughter,NA,Female,Student,None,NA
19,Gibson Crescent,Jessica,Weston,66,Head,Married,Female,"Designer, blown glass/stained glass",None,None
19,Gibson Crescent,Stuart,Weston,63,Husband,Married,Male,"Engineer, materials",None,None
19,Gibson Crescent,Danielle,Weston,30,Daughter,Single,Female,Soil scientist,None,None
19,Gibson Crescent,Gary,Weston,27,Son,Divorced,Male,"Teacher, secondary school",None,None
20,Gibson Crescent,Katherine,Wilson,40,Head,Widowed,Female,Chief Strategy Officer,None,None
20,Gibson Crescent,Fiona,Wilson,3,Daughter,NA,Female,Child,None,NA
21,Gibson Crescent,Kayleigh,Gibson,50,Head,Married,Female,Unemployed,None,None
21,Gibson Crescent,Brandon,Gibson,56,Husband,Married,Male,Radio broadcast assistant,None,None
22,Gibson Crescent,Maurice,Bevan,65.90698071244258,Head,Single,Male,Stage manager,None,Christian
22,Gibson Crescent,Yvonne,Newton,63.906980712442575,Partner,Single,Female,"Psychologist, clinical",None,Christian
22,Gibson Crescent,Kevin,Bevan,15.0,Son,NA,Male,Student,None,NA
23,Gibson Crescent,Lisa,Brooks,45,Head,Divorced,Female,Medical sales representative,None,Catholic
23,Gibson Crescent,Sheila,Brooks,17,Daughter,NA,Female,Student,None,NA
23,Gibson Crescent,Joe,Brooks,17,Son,NA,Male,Student,None,NA
24,Gibson Crescent,Susan,Bell,33,Head,Married,Female,Commercial art gallery manager,None,None
24,Gibson Crescent,Francis,Bell,33,Husband,Married,Male,Actuary,None,None
24,Gibson Crescent,Elliott,Bell,6,Son,NA,Male,Student,None,NA
24,Gibson Crescent,Harriet,Bell,3,Daughter,NA,Female,Child,None,NA
25,Gibson Crescent,Lesley,Barnett,35,Head,Single,Female,"Engineer, automotive",None,Christian
25,Gibson Crescent,Linda,Barnett,1,Daughter,NA,Female,Child,None,NA
25,Gibson Crescent,Beth,Harris,32,Lodger,Divorced,Female,Chief Strategy Officer,None,None
26,Gibson Crescent,Christine,Sharp,48,Head,Married,Female,Warden/ranger,None,None
26,Gibson Crescent,Jonathan,Sharp,55,Husband,Married,Male,Museum/gallery exhibitions officer,None,None
26,Gibson Crescent,Ashley,Sharp,15,Son,NA,Male,Student,None,NA
27,Gibson Crescent,Philip,Lawson,72,Head,Married,Male,"Retired Designer, television/film set",None,Christian
27,Gibson Crescent,Mandy,Lawson,70,Wife,Married,Female,Retired Clinical molecular geneticist,None,Christian
28,Gibson Crescent,Brett,Hughes,46,Head,Single,Male,"Engineer, civil (consulting)",None,None
28,Gibson Crescent,Caroline,O'Sullivan,46,Partner,Single,Female,Rural practice surveyor,None,None
28,Gibson Crescent,Christopher,Hughes,16,Son,NA,Male,Student,None,NA
29,Gibson Crescent,Leah,Robson,47,Head,Married,Female,Teaching laboratory technician,None,Catholic
29,Gibson Crescent,Roger,Robson,47,Husband,Married,Male,Radio broadcast assistant,None,Catholic
29,Gibson Crescent,Sylvia,Robson,13,Daughter,NA,Female,Student,None,NA
29,Gibson Crescent,Declan,Robson,10,Son,NA,Male,Student,None,NA
30,Gibson Crescent,Kate,Jones,57,Head,Married,Female,"Engineer, aeronautical",None,Christian
30,Gibson Crescent,Ian,Jones,57,Husband,Married,Male,Occupational hygienist,None,Christian
30,Gibson Crescent,Brenda,Jones,19,Daughter,Divorced,Female,University Student,None,None
30,Gibson Crescent,Jasmine,Jones,16,Daughter,NA,Female,Student,None,NA
30,Gibson Crescent,Roger,Taylor,12,Son,NA,Male,Student,None,NA
31,Gibson Crescent,Suzanne,Walsh,77,Head,Married,Female,Retired Advice worker,None,Christian
31,Gibson Crescent,Harry,Walsh,81,Husband,Married,Male,Retired Geochemist,None,None
31,Gibson Crescent,Beverley,Walsh,35,Daughter,Single,Female,Fashion designer,None,Christian
31,Gibson Crescent,Carl,Walsh,35,Son,Single,Male,Statistician,None,None
32,Gibson Crescent,Ashleigh,Walsh,55,Head,Single,Female,Merchant navy officer,None,Christian
33,Gibson Crescent,Carole,Walsh,36,Head,Single,Female,Intelligence analyst,None,Christian
33,Gibson Crescent,Phillip,Walsh,11,Son,NA,Male,Student,None,NA
34,Gibson Crescent,Lisa,Watson,70,Head,Single,Female,"Retired Scientist, biomedical",None,None
35,Gibson Crescent,Raymond,Walton,34,Head,Single,Male,Hospital doctor,None,None
35,Gibson Crescent,Tony,Shah,56,None,Single,Male,"Designer, blown glass/stained glass",None,Christian
35,Gibson Crescent,Dominic,Godfrey,47,None,Single,Male,Unemployed,None,None
36,Gibson Crescent,Sara,Warner,42,Head,Divorced,Female,Unemployed,None,Catholic
36,Gibson Crescent,Charlie,Warner,9,Son,NA,Male,Student,None,NA
36,Gibson Crescent,Ben,Warner,6,Son,NA,Male,Student,None,NA
37,Gibson Crescent,Gerald,Jones,68,Head,Married,Male,"Retired Engineer, energy",None,None
37,Gibson Crescent,Holly,Jones,65,Wife,Married,Female,"Psychotherapist, dance movement",None,None
38,Gibson Crescent,Emily,Cook,76,Head,Widowed,Female,"Retired Scientist, marine",None,Christian
38,Gibson Crescent,Rosemary,Cook,44,Daughter,Single,Female,Exhibition designer,None,Christian
38,Gibson Crescent,Richard,Cook,41,Son,Divorced,Male,Unemployed,None,Christian
38,Gibson Crescent,Darren,Cook,39,Son,Single,Male,Environmental health practitioner,None,Christian
38,Gibson Crescent,Alison,Cook,38,Daughter,Single,Female,Unemployed,None,Christian
39,Gibson Crescent,Donna,Jones,23,Head,Single,Female,"Designer, television/film set",None,Methodist
39,Gibson Crescent,Rita,Jones,6,Daughter,NA,Female,Student,None,NA
1,Baker Drive,Denis,Griffiths,86,Head,Widowed,Male,Retired Sports therapist,None,Christian
2,Baker Drive,Lewis,Griffiths,28,Head,Single,Male,"Therapist, horticultural",None,Methodist
3,Baker Drive,Claire,Powell,69,Head,Widowed,Female,"Retired Psychotherapist, child",None,None
4,Baker Drive,Albert,Ahmed,22,Head,Single,Male,University Student,None,Christian
4,Baker Drive,Phillip,Faulkner,19,None,Single,Male,University Student,None,None
5,Baker Drive,William,Greenwood,24,Head,Single,Male,Proofreader,None,Catholic
6,Baker Drive,Maria,Wilson,62,Head,Married,Female,Television/film/video producer,None,None
6,Baker Drive,Damien,Wilson-Foster,64,Husband,Married,Male,"Scientist, research (maths)",None,None
6,Baker Drive,Annette,Wilson-Foster,16,Daughter,NA,Female,Student,None,NA
7,Baker Drive,Stephanie,Green,56,Head,Married,Female,Health promotion specialist,None,Christian
7,Baker Drive,Charles,Green,58,Husband,Married,Male,Waste management officer,None,None
1,Barber River,Jill,Rogers,92,Head,Married,Female,Retired Financial controller,None,None
1,Barber River,Philip,Rogers,96,Husband,Married,Male,"Retired Buyer, retail",None,None
2,Barber River,Kim,Burgess,37,Head,Married,Female,Race relations officer,None,Christian
2,Barber River,Shaun,Burgess,40,Husband,Married,Male,"Surveyor, planning and development",None,None
2,Barber River,Tina,Roberts,27,Lodger,Divorced,Female,Warehouse manager,None,Catholic
2,Barber River,Aimee,Gibbs,18,Lodger,Divorced,Female,Student,None,NA
3,Barber River,Iain,Davis,26,Head,Married,Male,Phytotherapist,None,None
3,Barber River,Leah,Davis,22,Wife,Married,Female,University Student,None,None
4,Barber River,Diane,Hodgson,52,Head,Married,Female,Child psychotherapist,None,Christian
4,Barber River,Adrian,Hodgson,53,Husband,Married,Male,"Research officer, political party",None,None
4,Barber River,Charles,Hodgson,16,Son,NA,Male,Student,None,NA
5,Barber River,Denise,Stone,46,Head,Married,Female,"Loss adjuster, chartered",None,Catholic
5,Barber River,Shane,Stone,45,Husband,Married,Male,"Psychologist, occupational",None,None
5,Barber River,Brett,Stone,9,Son,NA,Male,Student,None,NA
5,Barber River,Georgia,Finch,6,Daughter,NA,Female,Student,None,NA
6,Barber River,David,Hughes,36,Head,Single,Male,Investment analyst,None,Catholic
6,Barber River,Leanne,James,33,Partner,Single,Female,Naval architect,None,Catholic
7,Barber River,Hayley,Jones,26,Head,Single,Female,Unemployed,None,None
7,Barber River,Geoffrey,Williams,23,Partner,Single,Male,Corporate treasurer,None,None
8,Barber River,Christine,Parker,50,Head,Single,Female,Production engineer,None,None
8,Barber River,Grace,Hudson,48,None,Single,Female,Photographer,None,Christian
9,Barber River,Marion,Murphy,73,Head,Married,Female,Retired Catering manager,None,Christian
9,Barber River,Liam,Murphy,76,Husband,Married,Male,"Retired Doctor, hospital",None,Christian
10,Barber River,Nicola,Martin,75,Head,Divorced,Female,Unemployed,None,None
10,Barber River,Adrian,Martin,43,Son,Single,Male,Patent attorney,None,None
11,Barber River,Hannah,Gill,61,Head,Single,Female,Analytical chemist,None,None
11,Barber River,Gareth,Gill,12,Son,NA,Male,Student,None,NA
11,Barber River,Luke,Gill,9,Son,NA,Male,Student,None,NA
11,Barber River,Patricia,Gill,4,Daughter,NA,Female,Child,None,NA
11,Barber River,Joseph,Gill,1,Son,NA,Male,Child,None,NA
12,Barber River,Teresa,Byrne,38,Head,Married,Female,Environmental health practitioner,None,Catholic
12,Barber River,Leigh,Byrne,42,Husband,Married,Male,Art gallery manager,None,None
12,Barber River,Beverley,Byrne,11,Daughter,NA,Female,Student,None,NA
13,Barber River,Deborah,Wright,41,Head,Single,Female,Multimedia programmer,None,Christian
13,Barber River,Stuart,Bailey,44,Partner,Single,Male,Orthoptist,None,Christian
13,Barber River,Patricia,Wright,15,Daughter,NA,Female,Student,None,NA
14,Barber River,Carolyn,Smith,35,Head,Divorced,Female,Jewellery designer,None,Methodist
14,Barber River,Jacqueline,Smith,12,Daughter,NA,Female,Student,None,NA
14,Barber River,Beverley,Williamson-Smith,12,Daughter,NA,Female,Student,None,NA
15,Barber River,Charlene,Morrison,53,Head,Married,Female,Unemployed,None,Christian
15,Barber River,Kenneth,Morrison,54,Husband,Married,Male,Graphic designer,None,Christian
15,Barber River,Carolyn,Morrison,25,Daughter,Divorced,Female,Retail banker,None,None
16,Barber River,Sylvia,Simmons,71,Head,Widowed,Female,Retired Archivist,None,None
17,Barber River,Gemma,Lewis,57,Head,Married,Female,"Engineer, manufacturing",None,None
17,Barber River,Aaron,Lewis,62,Husband,Married,Male,Materials engineer,None,Christian
17,Barber River,Rita,Lewis,28,Daughter,Single,Female,Arts administrator,None,None
18,Barber River,Alexandra,Hall,77,Head,Widowed,Female,"Retired Presenter, broadcasting",None,None
19,Barber River,Patricia,Williams,87,Head,Widowed,Female,"Retired Engineer, aeronautical",None,Christian
20,Barber River,Elliott,Young,37,Head,Single,Male,Public relations officer,None,Christian
21,Barber River,Jay,Lane,60,Head,Single,Male,Management consultant,None,Christian
21,Barber River,Alice,Shepherd,61,Partner,Single,Female,Herbalist,None,Christian
22,Barber River,Jennifer,Franklin,49,Head,Divorced,Female,International aid/development worker,None,Catholic
23,Barber River,Stephen,Smith,29,Head,Single,Male,"Librarian, academic",None,Christian
23,Barber River,Lisa,Davies,27,Partner,Single,Female,Systems developer,None,None
24,Barber River,Sian,Ross,24,Head,Married,Female,Geophysical data processor,None,Muslim
24,Barber River,Stephen,Ross,27,Husband,Married,Male,Building surveyor,None,Muslim
25,Barber River,Marian,Morrison,94,Head,Married,Female,Retired Freight forwarder,None,None
25,Barber River,Adam,Morrison,94,Husband,Married,Male,Retired Control and instrumentation engineer,None,None
26,Barber River,Ellie,Graham,68,Head,Widowed,Female,Retired Special educational needs teacher,None,Christian
26,Barber River,Terry,Graham,34,Son,Divorced,Male,Actor,None,Christian
27,Barber River,Vincent,Lyons,37,Head,Single,Male,Technical sales engineer,None,None
27,Barber River,Aaron,Jackson,56,None,Single,Male,Pensions consultant,None,Methodist
27,Barber River,Emily,Hart,52,None,Single,Female,Community pharmacist,None,Christian
28,Barber River,Judith,Lee,75,Head,Married,Female,Retired Town planner,None,Christian
28,Barber River,Eric,Lee,75,Husband,Married,Male,Retired Firefighter,Deaf,None
29,Barber River,Jennifer,Stevenson,69,Head,Married,Female,Retired Higher education lecturer,None,Christian
